"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV","Class1Volume","Class2Volume","Class3Volume","Class4Volume","Class5Volume","Class6Volume"
2018-01-01 00:00:00,="000000001157",1,"EB_NS",2,"East",3,16,"Holiday",21759,0,0,3,0,0,0,0
2018-01-01 00:00:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",21759,0,0,0,0,0,0,0
2018-01-01 00:00:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",21759,0,0,0,0,0,0,0
2018-01-01 00:00:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",21759,0,0,0,0,0,0,0
2018-01-01 00:05:00,="000000001157",1,"EB_NS",2,"East",2,16,"Holiday",18472,0,0,2,0,0,0,0
2018-01-01 00:05:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",18472,0,0,0,0,0,0,0
2018-01-01 00:05:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",18472,0,0,0,0,0,0,0
2018-01-01 00:05:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",18472,0,0,0,0,0,0,0
2018-01-01 00:10:00,="000000001157",1,"EB_NS",2,"East",3,16,"Holiday",14630,0,0,3,0,0,0,0
2018-01-01 00:10:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",14630,0,0,0,0,0,0,0
2018-01-01 00:10:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",14630,0,0,0,0,0,0,0
2018-01-01 00:10:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",14630,0,0,0,0,0,0,0
2018-01-01 00:15:00,="000000001157",1,"EB_NS",2,"East",3,16,"Holiday",21204,0,0,3,0,0,0,0
2018-01-01 00:15:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",21204,0,0,0,0,0,0,0
2018-01-01 00:15:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",21204,0,0,0,0,0,0,0
2018-01-01 00:15:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",21204,0,0,0,0,0,0,0
2018-01-01 00:20:00,="000000001157",1,"EB_NS",2,"East",2,16,"Holiday",14028,0,0,2,0,0,0,0
2018-01-01 00:20:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",14028,0,0,0,0,0,0,0
2018-01-01 00:20:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",14028,0,0,0,0,0,0,0
2018-01-01 00:20:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",14028,0,0,0,0,0,0,0
2018-01-01 00:25:00,="000000001157",1,"EB_NS",2,"East",3,16,"Holiday",15371,0,0,3,0,0,0,0
2018-01-01 00:25:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",15371,0,0,0,0,0,0,0
2018-01-01 00:25:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",15371,0,0,0,0,0,0,0
2018-01-01 00:25:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",15371,0,0,0,0,0,0,0
2018-01-01 00:30:00,="000000001157",1,"EB_NS",2,"East",2,16,"Holiday",18194,0,0,2,0,0,0,0
2018-01-01 00:30:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",18194,0,0,0,0,0,0,0
2018-01-01 00:30:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",18194,0,0,0,0,0,0,0
2018-01-01 00:30:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",18194,0,0,0,0,0,0,0
2018-01-01 00:35:00,="000000001157",1,"EB_NS",2,"East",1,16,"Holiday",20556,0,1,0,0,0,0,0
2018-01-01 00:35:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",20556,0,0,0,0,0,0,0
2018-01-01 00:35:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",20556,0,0,0,0,0,0,0
2018-01-01 00:35:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",20556,0,0,0,0,0,0,0
2018-01-01 00:40:00,="000000001157",1,"EB_NS",2,"East",5,16,"Holiday",21222,0,0,5,0,0,0,0
2018-01-01 00:40:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",21222,0,0,0,0,0,0,0
2018-01-01 00:40:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",21222,0,0,0,0,0,0,0
2018-01-01 00:40:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",21222,0,0,0,0,0,0,0
2018-01-01 00:45:00,="000000001157",1,"EB_NS",2,"East",4,16,"Holiday",20556,0,0,4,0,0,0,0
2018-01-01 00:45:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",20556,0,0,0,0,0,0,0
2018-01-01 00:45:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",20556,0,0,0,0,0,0,0
2018-01-01 00:45:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",20556,0,0,0,0,0,0,0
2018-01-01 00:50:00,="000000001157",1,"EB_NS",2,"East",3,16,"Holiday",16111,0,0,3,0,0,0,0
2018-01-01 00:50:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",16111,0,0,0,0,0,0,0
2018-01-01 00:50:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",16111,0,0,0,0,0,0,0
2018-01-01 00:50:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",16111,0,0,0,0,0,0,0
2018-01-01 00:55:00,="000000001157",1,"EB_NS",2,"East",6,16,"Holiday",20417,0,0,6,0,0,0,0
2018-01-01 00:55:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",20417,0,0,0,0,0,0,0
2018-01-01 00:55:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",20417,0,0,0,0,0,0,0
2018-01-01 00:55:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",20417,0,0,0,0,0,0,0
2018-01-01 01:00:00,="000000001157",1,"EB_NS",2,"East",2,16,"Holiday",23333,0,0,2,0,0,0,0
2018-01-01 01:00:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",23333,0,0,0,0,0,0,0
2018-01-01 01:00:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",23333,0,0,0,0,0,0,0
2018-01-01 01:00:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",23333,0,0,0,0,0,0,0
2018-01-01 01:05:00,="000000001157",1,"EB_NS",2,"East",4,16,"Holiday",18264,0,0,4,0,0,0,0
2018-01-01 01:05:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",18264,0,0,0,0,0,0,0
2018-01-01 01:05:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",18264,0,0,0,0,0,0,0
2018-01-01 01:05:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",18264,0,0,0,0,0,0,0
2018-01-01 01:10:00,="000000001157",1,"EB_NS",2,"East",1,16,"Holiday",13889,0,0,1,0,0,0,0
2018-01-01 01:10:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",13889,0,0,0,0,0,0,0
2018-01-01 01:10:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",13889,0,0,0,0,0,0,0
2018-01-01 01:10:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",13889,0,0,0,0,0,0,0
2018-01-01 01:15:00,="000000001157",1,"EB_NS",2,"East",7,16,"Holiday",19127,143,0,6,0,1,0,0
2018-01-01 01:15:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",19127,0,0,0,0,0,0,0
2018-01-01 01:15:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",19127,0,0,0,0,0,0,0
2018-01-01 01:15:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",19127,0,0,0,0,0,0,0
2018-01-01 01:20:00,="000000001157",1,"EB_NS",2,"East",6,16,"Holiday",21713,0,0,6,0,0,0,0
2018-01-01 01:20:00,="000000001157",2,"EB_OS",2,"East",0,16,"Holiday",21713,0,0,0,0,0,0,0
2018-01-01 01:20:00,="000000001157",3,"WB_OS",1,"West",0,16,"Holiday",21713,0,0,0,0,0,0,0
2018-01-01 01:20:00,="000000001157",4,"WB_NS",1,"West",0,16,"Holiday",21713,0,0,0,0,0,0,0
2018-01-01 01:25:00,="000000001157",1,"EB_NS",2,"East",1,16,"Holiday",21944,0,0,1,0,0,0,0
