Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
2018/2/1 0:00,000000001157,1,EB_NS,2,East,3,0,,20741,0,0,3,0,0,0,0
2018/2/1 0:00,000000001157,2,EB_OS,2,East,0,0,,20741,0,0,0,0,0,0,0
2018/2/1 0:00,000000001157,3,WB_OS,1,West,0,0,,20741,0,0,0,0,0,0,0
2018/2/1 0:00,000000001157,4,WB_NS,1,West,0,0,,20741,0,0,0,0,0,0,0
2018/2/1 1:00,000000001157,1,EB_NS,2,East,2,0,,22638,0,0,2,0,0,0,0
2018/2/1 1:00,000000001157,2,EB_OS,2,East,0,0,,22638,0,0,0,0,0,0,0
2018/2/1 1:00,000000001157,3,WB_OS,1,West,0,0,,22638,0,0,0,0,0,0,0
2018/2/1 1:00,000000001157,4,WB_NS,1,West,0,0,,22638,0,0,0,0,0,0,0
2018/2/1 2:00,000000001157,1,EB_NS,2,East,3,0,,18334,0,0,3,0,0,0,0
2018/2/1 2:00,000000001157,2,EB_OS,2,East,0,0,,18334,0,0,0,0,0,0,0
2018/2/1 2:00,000000001157,3,WB_OS,1,West,0,0,,18334,0,0,0,0,0,0,0
2018/2/1 2:00,000000001157,4,WB_NS,1,West,0,0,,18334,0,0,0,0,0,0,0
2018/2/1 3:00,000000001157,1,EB_NS,2,East,2,0,,18750,500,0,1,0,1,0,0
2018/2/1 3:00,000000001157,2,EB_OS,2,East,0,0,,18750,0,0,0,0,0,0,0
2018/2/1 3:00,000000001157,3,WB_OS,1,West,0,0,,18750,0,0,0,0,0,0,0
2018/2/1 3:00,000000001157,4,WB_NS,1,West,0,0,,18750,0,0,0,0,0,0,0
2018/2/1 4:00,000000001157,1,EB_NS,2,East,1,0,,25278,0,0,1,0,0,0,0
2018/2/1 4:00,000000001157,2,EB_OS,2,East,0,0,,25278,0,0,0,0,0,0,0
2018/2/1 4:00,000000001157,3,WB_OS,1,West,0,0,,25278,0,0,0,0,0,0,0
2018/2/1 4:00,000000001157,4,WB_NS,1,West,0,0,,25278,0,0,0,0,0,0,0
2018/2/1 5:00,000000001157,1,EB_NS,2,East,3,0,,24630,333,0,2,0,1,0,0
2018/2/1 5:00,000000001157,2,EB_OS,2,East,0,0,,24630,0,0,0,0,0,0,0
2018/2/1 5:00,000000001157,3,WB_OS,1,West,0,0,,24630,0,0,0,0,0,0,0
2018/2/1 5:00,000000001157,4,WB_NS,1,West,0,0,,24630,0,0,0,0,0,0,0
2018/2/1 6:00,000000001157,1,EB_NS,2,East,14,0,,17540,71,0,13,0,1,0,0
2018/2/1 6:00,000000001157,2,EB_OS,2,East,0,0,,17540,0,0,0,0,0,0,0
2018/2/1 6:00,000000001157,3,WB_OS,1,West,0,0,,17540,0,0,0,0,0,0,0
2018/2/1 6:00,000000001157,4,WB_NS,1,West,0,0,,17540,0,0,0,0,0,0,0
2018/2/1 7:00,000000001157,1,EB_NS,2,East,26,0,,16175,346,0,17,0,7,2,0
